2025-06-24T08:52:01.001,true,87106.8,8370.2,buy_1
2025-06-24T09:40:02.001,false,4285.0,9618.6,sell_1
2025-06-24T13:41:03.001,true,43259.6,2931.2,buy_2
2025-06-24T13:52:04.001,true,99366.7,7095.2,buy_3
2025-06-24T16:07:05.001,false,11359.4,9805.1,sell_2
2025-06-24T17:35:06.001,true,90945.9,5714.6,buy_4
2025-06-24T21:50:07.001,false,90201.0,614.7,sell_3
2025-06-25T00:06:08.001,false,82257.6,3871.7,sell_4
2025-06-25T03:58:09.001,false,55073.8,4620.9,sell_5
2025-06-25T05:59:10.001,true,38664.2,1268.9,buy_5
